Name,page_ref,Image,Natinality,PreferredPositions,Age,Overal,Potential,Club,ID,Height,Weight,PreferredFoot,best_overal,BP,Growth,Joined,LoanDateEnd,Value,Wage,ReleaseClause,Attacking,Crossing,Finishing,Heading,ShortPass,Volleys,Skill,Dribbling,Curve,FKAcc,LongPass,BallControl,Movement,Acceleration,SprintSpeed,Agility,Reactions,Balance,Power,ShotPower,Jumping,Stamina,Strength,LongShots,Mentality,Aggression,Interceptions,AttPosition,Vision,Penalties,Composure,Defending,Marking,StandTackle,SlideTackle,Goalkeeping,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Total,BaseStats,WeakFoot,SkillMoves,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,PlayerWorkRate,BirthDate,Specialities,Club_ContractLength,Club_Position
Gregor Kobel,/player/235073/gregor-kobel/220069/,https://cdn.sofifa.net/players/235/073/22_60.png,Switzerland,GK,23,82,87,Borussia Dortmund,235073,"195cm / 6'5""",88kg / 194lbs,Right,82,,5,"Jul 1, 2021",N/A,€37M,€44K,€65.7M,,13,10,13,39,10,,24,13,12,33,34,,34,36,37,80,24,,56,60,30,81,10,,24,14,10,59,12,66,,15,15,15,,83,80,74,79,86,,437,3,1,,,,,,,,,,Medium/Medium,"Dec 6, 1997",,2026,GK
Youssef En-Nesyri,/player/235410/youssef-en-nesyri/220069/,https://cdn.sofifa.net/players/235/410/22_60.png,Morocco,ST/LW,24,82,86,Sevilla,235410,"188cm / 6'2""",78kg / 172lbs,Left,84,,4,"Jan 16, 2020",N/A,€44M,€37K,€95.7M,,48,89,84,69,76,,84,63,56,58,79,,75,81,68,80,47,,83,83,76,76,75,,76,31,82,52,70,74,,27,31,27,,13,9,14,9,13,,409,4,3,,,,,,,,,,High/High,"Jun 1, 1997",,2025,SUB
Cody Gakpo,/player/242516/cody-gakpo/220069/,https://cdn.sofifa.net/players/242/516/22_60.png,Netherlands,LM/ST,22,81,86,PSV,242516,"189cm / 6'2""",76kg / 168lbs,Right,82,,5,"Jul 7, 2016",N/A,€39.5M,€22K,€58.3M,,79,81,60,74,74,,85,77,75,66,82,,85,87,80,76,71,,84,74,78,76,79,,60,39,78,77,63,76,,43,38,28,,15,11,7,9,5,,437,4,3,,,,,,,,,,Medium/Medium,"May 7, 1999",,2026,LAM
Edgar Hernández,/player/169415/edgar-hernandez/220069/,https://cdn.sofifa.net/players/169/415/22_60.png,Mexico,GK,38,62,62,Necaxa,169415,"185cm / 6'1""",83kg / 183lbs,Right,62,,0,"Jan 1, 2021",N/A,€45K,€1K,€77K,,15,17,14,27,11,,18,17,12,27,23,,57,57,65,64,56,,45,70,28,69,16,,29,14,11,37,24,44,,19,13,12,,67,54,60,62,62,,362,3,1,,,,,,,,,,Medium/Medium,"Aug 27, 1982",,2021,SUB
Lorenzo Pellegrini,/player/228251/lorenzo-pellegrini/220069/,https://cdn.sofifa.net/players/228/251/22_60.png,Italy,CAM/CM/CDM,25,83,87,Roma,228251,186cm,77kg,Right,85,CAM,4,"Jul 1, 2017",N/A,€50.5M,€72K,€89.6M,383,74,74,74,87,74,405,81,74,79,85,86,407,79,79,80,83,86,388,79,70,89,74,76,391,74,70,79,86,82,82,219,70,76,73,53,12,7,10,13,11,2246,472,3,3,Medium,Medium,2,79,76,83,83,73,78,Medium/Medium,"Jun 19, 1996",Playmaker,2026,RCM
Ferland Mendy,/player/228618/ferland-mendy/220069/,https://cdn.sofifa.net/players/228/618/22_60.png,France,LB,26,83,86,Real Madrid,228618,180cm,73kg,Left,84,LWB,3,"Jul 1, 2019",N/A,€43.5M,€170K,€92.4M,343,78,63,72,80,50,353,80,72,45,78,78,424,91,92,81,82,78,384,69,79,89,83,64,365,82,79,80,75,49,78,238,77,81,80,51,7,16,9,10,9,2158,473,5,4,High,High,1,92,64,76,79,78,84,High/High,"Jun 8, 1995",Speedster/Engine,2025,LB
André Miguel Valente da Silva,/player/228941/andre-miguel-valente-da-silva/220069/,https://cdn.sofifa.net/players/228/941/22_60.png,Portugal,ST,25,83,84,RB Leipzig,228941,185cm,84kg,Right,84,ST,1,"Jul 2, 2021",N/A,€44M,€100K,€78.1M,393,60,85,85,79,84,342,84,77,33,63,85,386,77,71,77,86,75,404,83,88,79,76,78,377,75,59,85,74,84,84,110,36,40,34,53,14,13,7,11,8,2065,433,3,4,Medium,Medium,3,74,83,69,83,47,77,Medium/Medium,"Nov 6, 1995",Poacher,,SUB
Ronaldo Jailson Cabrais Petri,/player/230481/ronaldo-jailson-cabrais-petri/220069/,https://cdn.sofifa.net/players/230/481/22_60.png,Brazil,CAM/RM,29,83,83,Grêmio,230481,177cm,75kg,Right,84,RM,0,"Jul 8, 2021",N/A,€35.5M,€49K,€67.5M,380,83,74,64,83,76,414,85,86,78,82,83,418,90,87,86,84,71,385,82,69,88,68,78,344,62,40,82,83,77,81,92,24,35,33,65,12,12,13,15,13,2098,439,4,4,Medium,Low,1,88,77,83,84,35,72,Medium/Low,"Feb 29, 1992",Acrobat,,RW
Nicolás González Iglesias,/player/255069/nicolas-gonzalez-iglesias/220069/,https://cdn.sofifa.net/players/255/069/22_60.png,Spain,CM,19,75,85,FC Barcelona,255069,"188cm / 6'2""",86kg / 190lbs,Right,78,,10,"Jul 1, 2020",N/A,€12M,€55K,€27M,,62,63,68,78,51,,74,50,59,76,76,,66,69,64,75,55,,66,68,74,81,61,,80,75,70,75,54,74,,72,76,68,,14,14,10,12,7,,427,3,4,,,,,,,,,,Medium/Medium,"Jan 3, 2002",,2026,SUB
Yves Bissouma,/player/236480/yves-bissouma/220069/,https://cdn.sofifa.net/players/236/480/22_60.png,Mali,CDM/CM,24,81,86,Brighton & Hove Albion,236480,"182cm / 6'0""",80kg / 176lbs,Right,82,,5,"Jul 17, 2018",N/A,€35.5M,€57K,€70.1M,,65,58,65,82,65,,81,62,75,78,79,,71,73,73,79,77,,83,80,82,75,79,,77,83,68,76,58,80,,80,85,78,,12,8,8,12,8,,451,3,4,,,,,,,,,,High/Medium,"Aug 30, 1996",,2023,RES
Scott McTominay,/player/237238/scott-mctominay/220069/,https://cdn.sofifa.net/players/237/238/22_60.png,Scotland,CDM/CM,24,81,84,Manchester United,237238,"193cm / 6'4""",88kg / 194lbs,Right,82,,3,"Jul 1, 2013",N/A,€32M,€95K,€61.6M,,68,71,78,79,62,,78,72,53,80,77,,62,69,66,80,60,,85,73,85,85,81,,89,83,70,75,60,76,,77,80,74,,9,6,6,10,11,,456,3,3,,,,,,,,,,Medium/High,"Dec 8, 1996",,2025,CDM
Pedro António Pereira Gonçalves,/player/240950/pedro-antonio-pereira-goncalves/220069/,https://cdn.sofifa.net/players/240/950/22_60.png,Portugal,RW/LW/CF,23,81,88,Sporting CP,240950,"173cm / 5'8""",77kg / 170lbs,Right,84,,7,"Aug 18, 2020",N/A,€51.5M,€19K,€113.3M,,75,84,40,83,79,,83,79,72,78,84,,77,76,83,84,87,,78,43,81,58,76,,64,66,84,81,74,86,,57,57,50,,15,11,15,7,8,,440,4,4,,,,,,,,,,High/Medium,"Jun 28, 1998",,2026,RW
Aurélien Tchouaméni,/player/241637/aurelien-tchouameni/220069/,https://cdn.sofifa.net/players/241/637/22_60.png,France,CM/CDM,21,81,88,Monaco,241637,"187cm / 6'2""",81kg / 179lbs,Right,84,,7,"Jan 30, 2020",N/A,€52M,€46K,€109.2M,,68,67,73,84,50,,78,76,53,83,80,,70,73,75,81,71,,78,74,86,82,72,,82,84,75,82,55,82,,80,83,78,,9,8,12,12,7,,461,3,3,,,,,,,,,,Medium/High,"Jan 27, 2000",,2024,LDM
Lucas Tolentino Coelho de Lima,/player/233927/lucas-tolentino-coelho-de-lima/220069/,https://cdn.sofifa.net/players/233/927/22_60.png,Brazil,CAM/CM/CF,23,81,86,Olympique Lyonnais,233927,"180cm / 5'11""",72kg / 159lbs,Left,83,,5,"Oct 1, 2020",N/A,€39M,€65K,€77M,,72,79,66,80,74,,86,77,74,78,86,,74,76,77,81,79,,77,79,82,75,75,,76,71,80,82,75,86,,67,72,63,,14,9,12,11,11,,461,4,5,,,,,,,,,,High/High,"Aug 27, 1997",Dribbler,2025,LCM
Aaron Ramsdale,/player/233934/aaron-ramsdale/220069/,https://cdn.sofifa.net/players/233/934/22_60.png,England,GK,23,81,86,Arsenal,233934,"191cm / 6'3""",77kg / 170lbs,Right,81,,5,"Aug 20, 2021",N/A,€31M,€58K,€61.2M,,15,14,15,54,16,,18,17,16,54,35,,47,50,53,80,49,,63,66,35,59,15,,35,24,18,64,25,65,,20,16,15,,82,77,84,78,84,,453,3,1,,,,,,,,,,Medium/Medium,"May 14, 1998",,2025,GK
Carlos Soler Barragán,/player/234153/carlos-soler-barragan/220069/,https://cdn.sofifa.net/players/234/153/22_60.png,Spain,CM/RM/CDM,24,81,86,Valencia,234153,"180cm / 5'11""",76kg / 168lbs,Right,83,,5,"Jul 1, 2015",N/A,€38.5M,€39K,€83.7M,,77,78,56,85,66,,80,80,82,82,81,,75,79,75,83,73,,77,58,85,70,76,,65,74,78,82,86,76,,67,79,68,,6,14,7,13,11,,458,4,3,,,,,,,,,,Medium/Medium,"Jan 2, 1997",,2023,RCM
Florian Neuhaus,/player/234943/florian-neuhaus/220069/,https://cdn.sofifa.net/players/234/943/22_60.png,Germany,CM,24,81,85,Borussia Mönchengladbach,234943,"185cm / 6'1""",74kg / 163lbs,Right,83,,4,"Jul 1, 2017",N/A,€36.5M,€33K,€64.8M,,68,70,51,85,63,,82,77,53,86,82,,72,68,80,80,78,,75,54,81,65,80,,60,72,70,82,53,77,,67,67,64,,6,11,10,11,15,,435,4,3,,,,,,,,,,Medium/Medium,"Mar 16, 1997",,2024,LCM
Nathan Collins,/player/248484/nathan-collins/220069/,https://cdn.sofifa.net/players/248/484/22_60.png,Republic of Ireland,CB/RB,20,75,82,Burnley,248484,"193cm / 6'4""",81kg / 179lbs,Right,77,,7,"Jun 24, 2021",N/A,€10.5M,€21K,€22.1M,,50,29,74,66,22,,60,39,25,64,65,,64,72,46,73,58,,46,77,73,79,19,,75,74,24,39,35,73,,76,77,74,,9,10,6,13,9,,366,3,2,,,,,,,,,,Medium/High,"Apr 30, 2001",,,SUB
Arthur Henrique Ramos Oliveira Melo,/player/230658/arthur-henrique-ramos-oliveira-melo/220069/,https://cdn.sofifa.net/players/230/658/22_60.png,Brazil,CM,24,81,83,Juventus,230658,"171cm / 5'7""",73kg / 161lbs,Right,83,,2,"Sep 1, 2020",N/A,€33M,€76K,€58.6M,,79,56,51,86,69,,84,80,60,83,89,,73,69,85,82,90,,76,69,78,66,73,,70,75,70,77,69,86,,74,74,71,,6,13,13,11,12,,445,3,4,,,,,,,,,,Medium/Medium,"Aug 12, 1996",,2024,SUB
Richarlison de Andrade,/player/231943/richarlison-de-andrade/220069/,https://cdn.sofifa.net/players/231/943/22_60.png,Brazil,ST/LW,24,81,86,Everton,231943,"181cm / 5'11""",71kg / 157lbs,Right,84,,5,"Jul 24, 2018",N/A,€39.5M,€90K,€78M,,73,81,83,78,75,,85,74,65,61,83,,85,81,79,81,73,,83,86,81,77,72,,84,46,82,74,77,81,,45,58,48,,12,7,8,11,13,,451,5,4,,,,,,,,,,High/Medium,"May 10, 1997",,2024,LW
Tariq Lamptey,/player/242418/tariq-lamptey/220069/,https://cdn.sofifa.net/players/242/418/22_60.png,England,RWB/RB,20,75,84,Brighton & Hove Albion,242418,"163cm / 5'4""",62kg / 137lbs,Right,75,,9,"Jan 31, 2020",N/A,€12M,€32K,€25.2M,,76,47,58,71,32,,77,60,35,62,70,,92,83,85,71,95,,48,59,69,33,36,,75,71,55,59,40,71,,70,72,74,,15,13,12,5,13,,395,3,2,,,,,,,,,,High/Medium,"Sep 30, 2000",,2025,RWB
Curtis Jones,/player/242434/curtis-jones/220069/,https://cdn.sofifa.net/players/242/434/22_60.png,England,CM,20,75,86,Liverpool,242434,"185cm / 6'1""",75kg / 165lbs,Right,77,,11,"Feb 1, 2018",N/A,€12.5M,€57K,€25.6M,,63,64,50,77,57,,79,67,47,74,81,,69,68,75,73,72,,72,57,81,67,70,,71,67,68,75,60,80,,65,67,60,,6,13,7,11,7,,419,4,4,,,,,,,,,,High/Medium,"Jan 30, 2001",,2025,SUB
Tammy Abraham,/player/231352/tammy-abraham/220069/,https://cdn.sofifa.net/players/231/352/22_60.png,England,ST,23,81,86,Roma,231352,"190cm / 6'3""",80kg / 176lbs,Right,83,,5,"Aug 17, 2021",N/A,€39.5M,€61K,€70.1M,,50,84,82,77,77,,77,50,42,46,80,,80,85,61,80,53,,78,70,73,82,68,,63,22,82,70,76,78,,35,23,15,,12,7,8,13,13,,406,3,3,,,,,,,,,,High/Medium,"Oct 2, 1997",,2026,LS
Gabriel dos S. Magalhães,/player/232580/gabriel-dos-s-magalhaes/220069/,https://cdn.sofifa.net/players/232/580/22_60.png,Brazil,CB,23,81,87,Arsenal,232580,"190cm / 6'3""",87kg / 192lbs,Left,83,,6,"Sep 1, 2020",N/A,€37M,€74K,€77.7M,,38,31,85,75,28,,52,47,27,72,65,,62,73,51,81,37,,51,70,67,87,30,,81,80,44,59,40,74,,83,84,80,,12,8,13,10,7,,385,2,2,,,,,,,,,,Medium/High,"Dec 19, 1997",Strength,2025,LCB
Rosberto J. Dourado Santos,/player/230258/rosberto-j-dourado-santos/220069/,https://cdn.sofifa.net/players/230/258/22_60.png,Brazil,CDM/CM/CAM,21,81,81,Corinthians,230258,"175cm / 5'9""",70kg / 154lbs,Right,81,,0,"Jul 7, 2021",N/A,€27M,€26K,€51.3M,,61,53,70,82,57,,77,54,57,78,76,,75,78,72,80,77,,60,40,91,56,59,,75,82,58,77,77,81,,83,86,80,,15,14,14,10,9,,435,4,2,,,,,,,,,,High/Medium,"Feb 29, 2000",,2024,RDM
Jérémy Doku,/player/246420/jeremy-doku/220069/,https://cdn.sofifa.net/players/246/420/22_60.png,Belgium,RW/RM,19,75,85,Rennes,246420,"171cm / 5'7""",60kg / 132lbs,Right,77,,10,"Oct 5, 2020",N/A,€12M,€25K,€25.2M,,65,67,37,70,54,,83,60,44,59,76,,94,90,91,70,88,,73,76,62,67,59,,58,18,72,71,51,71,,22,28,25,,11,10,8,9,12,,393,3,4,,,,,,,,,,High/Medium,"May 27, 2002",Speedster/Acrobat,2025,SUB
Denis Zakaria,/player/229261/denis-zakaria/220069/,https://cdn.sofifa.net/players/229/261/22_60.png,Switzerland,CDM/CB,24,81,86,Juventus,229261,"191cm / 6'3""",81kg / 179lbs,Right,82,,5,"Jan 31, 2022",N/A,€35.5M,€68K,€63M,,68,64,67,79,35,,78,63,46,75,78,,79,86,67,82,64,,75,66,81,87,63,,88,80,65,73,48,83,,81,83,79,,12,12,7,13,11,,462,3,3,,,,,,,,,,High/Medium,"Nov 20, 1996",,2026,RCM
Leon Bailey,/player/229906/leon-bailey/220069/,https://cdn.sofifa.net/players/229/906/22_60.png,Jamaica,RM/RW/LW,23,81,84,Aston Villa,229906,"178cm / 5'10""",77kg / 170lbs,Left,83,,3,"Aug 4, 2021",N/A,€35M,€70K,€69.1M,,74,79,57,73,74,,85,79,79,65,82,,93,93,86,79,84,,79,77,63,61,78,,55,21,80,79,71,75,,45,25,18,,12,13,6,15,14,,422,3,4,,,,,,,,,,High/Medium,"Aug 9, 1997",Speedster,2025,SUB
Welington Kauê Dano Nascimento,/player/230347/welington-kaue-dano-nascimento/220069/,https://cdn.sofifa.net/players/230/347/22_60.png,Brazil,LB/LM,21,81,81,Atlético Mineiro,230347,"178cm / 5'10""",69kg / 152lbs,Left,81,,0,"Jul 5, 2021",N/A,€27.5M,€31K,€49.5M,,82,51,69,78,47,,77,83,52,71,78,,78,80,83,80,81,,55,71,89,68,53,,69,77,72,75,61,82,,70,77,81,,16,15,15,7,7,,437,4,4,,,,,,,,,,Medium/Medium,"Feb 29, 2000",,2024,LB
Nico Schlotterbeck,/player/247819/nico-schlotterbeck/220069/,https://cdn.sofifa.net/players/247/819/22_60.png,Germany,CB,21,80,86,SC Freiburg,247819,"191cm / 6'3""",86kg / 190lbs,Left,82,,6,"Mar 9, 2019",N/A,€31M,€23K,€58.9M,,48,39,81,74,44,,70,49,35,79,67,,66,75,66,79,64,,63,70,71,82,52,,75,82,52,67,38,74,,81,84,79,,8,10,8,14,13,,411,3,2,,,,,,,,,,High/High,"Dec 1, 1999",,2023,LCB
Bruno Guimarães Moura,/player/247851/bruno-guimaraes-moura/220069/,https://cdn.sofifa.net/players/247/851/22_60.png,Brazil,CM/CDM,23,80,85,Newcastle United,247851,"182cm / 6'0""",74kg / 163lbs,Right,82,,5,"Jan 31, 2022",N/A,€31.5M,€43K,€62.2M,,68,66,60,84,66,,81,75,62,83,82,,67,69,74,80,77,,64,59,84,75,67,,77,78,71,82,65,81,,77,78,73,,7,11,15,11,11,,445,2,3,,,,,,,,,,High/High,"Nov 16, 1997",,2026,RCM
Gonçalo Manuel Ganchinho Guedes,/player/224411/goncalo-manuel-ganchinho-guedes/220069/,https://cdn.sofifa.net/players/224/411/22_60.png,Portugal,ST/LM/CF,24,81,86,Valencia,224411,"179cm / 5'10""",68kg / 150lbs,Right,82,,5,"Aug 29, 2018",N/A,€39.5M,€43K,€85.9M,,81,78,72,78,75,,83,76,70,69,81,,85,87,84,81,75,,86,63,74,73,87,,64,50,79,76,69,78,,24,34,30,,9,12,11,9,9,,434,4,4,,,,,,,,,,High/Low,"Nov 29, 1996",,2024,LS
Joe Gomez,/player/225100/joe-gomez/220069/,https://cdn.sofifa.net/players/225/100/22_60.png,England,CB/RB,24,81,86,Liverpool,225100,"188cm / 6'2""",77kg / 170lbs,Right,82,,5,"Jun 20, 2015",N/A,€35M,€90K,€67.4M,,69,26,74,78,24,,67,41,29,65,73,,75,85,63,80,65,,41,76,67,83,26,,81,83,51,60,26,74,,81,82,81,,8,13,14,7,7,,405,3,3,,,,,,,,,,Medium/Medium,"May 23, 1997",,2027,SUB
Kieran Tierney,/player/226491/kieran-tierney/220069/,https://cdn.sofifa.net/players/226/491/22_60.png,Scotland,LB,24,81,87,Arsenal,226491,"178cm / 5'10""",70kg / 154lbs,Left,82,,6,"Aug 8, 2019",N/A,€38M,€74K,€79.8M,,83,52,59,78,38,,79,72,56,68,77,,86,83,76,79,77,,79,81,86,74,66,,84,77,75,74,42,75,,78,78,77,,13,16,8,12,13,,452,3,3,,,,,,,,,,High/High,"Jun 5, 1997",Engine,2024,SUB
Allan Saint-Maximin,/player/216388/allan-saint-maximin/220069/,https://cdn.sofifa.net/players/216/388/22_60.png,France,LM/ST,24,81,84,Newcastle United,216388,"173cm / 5'8""",67kg / 148lbs,Right,82,,3,"Aug 2, 2019",N/A,€35M,€46K,€69.1M,,73,72,53,76,63,,92,76,58,64,83,,93,90,93,78,89,,82,73,77,74,70,,43,20,76,75,58,83,,29,21,23,,10,9,12,7,7,,421,4,5,,,,,,,,,,High/Low,"Mar 12, 1997",Speedster/Dribbler/Acrobat,2026,LM
Ismaël Bennacer,/player/226754/ismael-bennacer/220069/,https://cdn.sofifa.net/players/226/754/22_60.png,Algeria,CDM/CM,23,81,85,Milan,226754,"175cm / 5'9""",70kg / 154lbs,Left,83,,4,"Aug 4, 2019",N/A,€33.5M,€39K,€59.5M,,72,63,62,85,64,,86,73,73,83,85,,82,73,87,82,89,,75,78,82,69,74,,82,77,66,81,68,80,,76,80,71,,9,12,10,16,15,,461,3,4,,,,,,,,,,High/Medium,"Dec 1, 1997",Dribbler/Acrobat,2024,SUB
Nicolas Seiwald,/player/257876/nicolas-seiwald/220069/,https://cdn.sofifa.net/players/257/876/22_60.png,Austria,CM/CDM,20,74,83,Salzburg,257876,"179cm / 5'10""",70kg / 154lbs,Right,76,,9,"Aug 1, 2020",N/A,€9M,€18K,€15.3M,,70,58,63,75,58,,70,69,60,75,74,,74,73,75,75,73,,70,73,83,61,66,,71,74,67,74,54,65,,70,74,70,,5,8,7,14,7,,420,3,2,,,,,,,,,,Medium/Medium,"May 4, 2001",,2026,LCM
Dominic Calvert-Lewin,/player/221479/dominic-calvert-lewin/220069/,https://cdn.sofifa.net/players/221/479/22_60.png,England,ST,24,81,85,Everton,221479,"187cm / 6'2""",71kg / 157lbs,Right,83,,4,"Aug 31, 2016",N/A,€37.5M,€90K,€74.1M,,65,82,89,72,73,,76,64,54,47,80,,76,89,72,81,65,,79,91,78,83,65,,78,35,84,64,77,76,,38,31,23,,12,12,8,7,11,,421,3,3,,,,,,,,,,High/Medium,"Mar 16, 1997",,2025,ST
Viktor Tsygankov,/player/244369/viktor-tsygankov/220069/,https://cdn.sofifa.net/players/244/369/22_60.png,Ukraine,RM,23,80,85,Dynamo Kyiv,244369,"178cm / 5'10""",72kg / 159lbs,Left,81,,5,"Jan 1, 2015",N/A,€32M,€1K,€72.8M,,77,75,45,80,69,,80,72,76,73,81,,84,85,82,78,73,,70,50,74,49,74,,57,39,77,80,81,76,,62,36,37,,9,7,15,6,12,,419,4,4,,,,,,,,,,High/Medium,"Nov 15, 1997",,,LM
Sergio Reguilón Rodríguez,/player/245279/sergio-reguilon-rodriguez/220069/,https://cdn.sofifa.net/players/245/279/22_60.png,Spain,LWB/LB,24,80,83,Tottenham Hotspur,245279,"178cm / 5'10""",68kg / 150lbs,Left,80,,3,"Sep 19, 2020",N/A,€26.5M,€74K,€52.3M,,79,53,72,78,43,,79,73,43,71,79,,84,86,76,77,74,,69,64,76,65,58,,77,78,76,73,42,74,,76,79,76,,11,14,9,5,12,,441,3,3,,,,,,,,,,High/Medium,"Dec 16, 1996",,2025,SUB
Edmond Tapsoba,/player/247263/edmond-tapsoba/220069/,https://cdn.sofifa.net/players/247/263/22_60.png,Burkina Faso,CB,22,80,86,Bayer 04 Leverkusen,247263,"194cm / 6'4""",85kg / 187lbs,Right,82,,6,"Jan 31, 2020",N/A,€31M,€46K,€58.9M,,39,57,82,80,33,,66,46,32,78,73,,74,72,67,77,65,,74,78,75,81,30,,80,82,34,66,77,80,,81,84,77,,5,10,13,7,15,,422,3,2,,,,,,,,,,Medium/High,"Feb 2, 1999",Aerial Threat,2026,LCB
Dejan Kulusevski,/player/247394/dejan-kulusevski/220069/,https://cdn.sofifa.net/players/247/394/22_60.png,Sweden,RW/CF,21,80,86,Tottenham Hotspur,247394,"186cm / 6'1""",75kg / 165lbs,Left,82,,6,"Jul 18, 2019","Jun 30, 2022",€34M,€67K,€0,,81,74,54,80,80,,84,84,61,70,84,,79,85,77,78,69,,75,66,83,78,82,,67,55,76,81,65,81,,50,64,58,,14,5,10,10,5,,450,3,4,,,,,,,,,,High/Medium,"Apr 25, 2000",,"Jun 30, 2022",RW
Gleison Bremer Silva Nascimento,/player/239580/gleison-bremer-silva-nascimento/220069/,https://cdn.sofifa.net/players/239/580/22_60.png,Brazil,CB,24,80,85,Torino,239580,"188cm / 6'2""",82kg / 181lbs,Right,82,,5,"Jul 10, 2018",N/A,€29M,€41K,€51.5M,,46,54,83,65,36,,60,30,20,69,62,,76,76,69,78,72,,65,80,66,81,35,,80,82,50,44,43,74,,83,84,83,,13,15,13,5,6,,405,2,2,,,,,,,,,,Medium/Medium,"Mar 18, 1997",,2024,CB
Ridle Baku,/player/240709/ridle-baku/220069/,https://cdn.sofifa.net/players/240/709/22_60.png,Germany,RM/RB/CM,23,80,85,VfL Wolfsburg,240709,"176cm / 5'9""",75kg / 165lbs,Right,81,,5,"Oct 1, 2020",N/A,€32M,€59K,€56.8M,,79,74,49,74,63,,83,79,45,69,78,,83,83,82,78,90,,77,73,91,73,73,,74,74,76,75,60,76,,74,70,75,,12,8,7,10,9,,458,4,3,,,,,,,,,,High/Medium,"Apr 8, 1998",,2025,RM
Boubacar Kamara,/player/236987/boubacar-kamara/220069/,https://cdn.sofifa.net/players/236/987/22_60.png,France,CDM,21,80,86,Olympique Marseille,236987,"184cm / 6'0""",68kg / 150lbs,Right,81,,6,"Jul 1, 2017",N/A,€31M,€30K,€65.1M,,64,47,72,77,28,,71,59,47,75,77,,74,74,69,74,67,,67,80,84,76,63,,84,86,52,72,63,84,,78,82,80,,8,12,8,6,11,,432,3,3,,,,,,,,,,Medium/High,"Nov 23, 1999",,2022,CDM
Kang In Lee,/player/243780/kang-in-lee/220069/,https://cdn.sofifa.net/players/243/780/22_60.png,Korea Republic,CAM/ST/RM,20,74,82,Mallorca,243780,"173cm / 5'8""",68kg / 150lbs,Left,76,,8,"Aug 30, 2021",N/A,€9.5M,€16K,€22.8M,,70,72,65,75,75,,77,77,81,72,76,,71,73,79,70,87,,76,36,46,60,74,,55,29,74,75,70,69,,26,23,28,,11,12,12,8,14,,380,3,4,,,,,,,,,,Medium/Low,"Feb 19, 2001",,2025,CAM
Pedro De la Vega,/player/246045/pedro-de-la-vega/220069/,https://cdn.sofifa.net/players/246/045/22_60.png,Argentina,RW/LW/RM,20,74,85,Lanús,246045,"177cm / 5'10""",71kg / 157lbs,Right,76,,11,"Sep 14, 2018",N/A,€9.5M,€13K,€16.2M,,73,67,71,72,66,,77,59,64,64,73,,85,87,85,66,76,,77,85,82,66,72,,75,50,69,67,66,73,,46,47,49,,8,9,15,8,9,,424,3,4,,,,,,,,,,High/Medium,"Feb 7, 2001",,2025,SUB
Ander Barrenetxea,/player/246672/ander-barrenetxea/220069/,https://cdn.sofifa.net/players/246/672/22_60.png,Spain,LW,19,74,83,Real Sociedad,246672,"175cm / 5'9""",74kg / 163lbs,Right,74,,9,"Dec 21, 2018",N/A,€9M,€17K,€20.7M,,70,73,60,66,66,,83,64,43,53,76,,84,77,85,67,84,,75,80,64,51,62,,35,17,71,64,59,74,,32,12,14,,13,11,11,5,13,,370,4,4,,,,,,,,,,High/Medium,"Dec 27, 2001",,2027,SUB
Lassina Traoré,/player/246728/lassina-traore/220069/,https://cdn.sofifa.net/players/246/728/22_60.png,Burkina Faso,ST,20,74,84,Shakhtar Donetsk,246728,"182cm / 6'0""",90kg / 198lbs,Right,76,,10,"Jul 1, 2021",N/A,€9.5M,€750,€22.8M,,47,75,76,68,57,,69,56,44,43,70,,76,79,69,69,68,,79,84,73,85,64,,57,32,74,64,63,70,,22,22,25,,9,12,14,13,10,,382,3,3,,,,,,,,,,High/Medium,"Jan 12, 2001",,2026,ST
Ibrahima Konaté,/player/237678/ibrahima-konate/220069/,https://cdn.sofifa.net/players/237/678/22_60.png,France,CB,22,80,88,Liverpool,237678,"194cm / 6'4""",95kg / 209lbs,Right,82,,8,"Jul 1, 2021",N/A,€44.5M,€85K,€91.2M,,38,29,79,75,28,,67,32,27,69,69,,71,85,60,75,54,,45,75,65,87,31,,79,80,37,51,41,74,,78,85,79,,9,7,9,9,15,,397,2,3,,,,,,,,,,Medium/High,"May 25, 1999",Aerial Threat/Strength,2026,SUB
Lisandro Martínez,/player/239301/lisandro-martinez/220069/,https://cdn.sofifa.net/players/239/301/22_60.png,Argentina,CB/LB/CDM,23,80,85,Ajax,239301,"178cm / 5'10""",77kg / 170lbs,Left,83,,5,"Jul 1, 2019",N/A,€29M,€17K,€42.8M,,75,52,74,80,56,,76,63,53,82,78,,74,71,73,77,79,,72,90,84,78,66,,84,82,62,73,55,82,,83,81,81,,6,14,13,14,8,,447,3,3,,,,,,,,,,Medium/High,"Jan 18, 1998",,2025,LCB
Nicolò Zaniolo,/player/238067/nicolo-zaniolo/220069/,https://cdn.sofifa.net/players/238/067/22_60.png,Italy,CF/RW/RM,21,80,88,Roma,238067,"190cm / 6'3""",79kg / 174lbs,Left,81,,8,"Jul 1, 2018",N/A,€47.5M,€49K,€90.3M,,64,76,60,77,60,,80,65,60,68,84,,89,86,79,75,81,,79,65,73,89,72,,87,60,85,76,60,70,,64,59,58,,8,11,11,13,5,,457,3,3,,,,,,,,,,Medium/Medium,"Jul 2, 1999",,2024,RS
